Date(UTC+1 28 Jan 2024 - 28 Jan 2025),Symbol,Type,Side,Fill Price,Order Price,Filled (crypto amount),Total,Contract Size,Fee,Realized PnL,Net Amount,Wallet,Position Remaining (crypto amount),Crypto Unit
2024-12-09 22:04:23,PYTH-PERP,Limit,Buy,0.38531,0.38531,60.0,60.0,1,0.00138712,0,-0.00138712,Cross,28595.0,PYTH
2024-12-09 22:04:23,PYTH-PERP,Limit,Buy,0.38533,0.38533,60.0,60.0,1,0.00138719,0,-0.00138719,Cross,28535.0,PYTH
2024-12-09 22:04:23,PYTH-PERP,Limit,Buy,0.38536,0.38536,60.0,60.0,1,0.0013873,0,-0.0013873,Cross,28475.0,PYTH
2024-12-09 22:04:23,PYTH-PERP,Limit,Buy,0.38539,0.38539,60.0,60.0,1,0.0013874,0,-0.0013874,Cross,28415.0,PYTH
2024-12-09 22:04:23,PYTH-PERP,Limit,Buy,0.38541,0.38541,60.0,60.0,1,0.00138748,0,-0.00138748,Cross,28355.0,PYTH
2024-12-09 22:04:23,PYTH-PERP,Limit,Buy,0.38544,0.38544,60.0,60.0,1,0.00138758,0,-0.00138758,Cross,28295.0,PYTH
2024-12-09 22:04:23,PYTH-PERP,Limit,Buy,0.38548,0.38548,60.0,60.0,1,0.00138773,0,-0.00138773,Cross,28235.0,PYTH
2024-12-09 22:04:23,PYTH-PERP,Limit,Buy,0.38551,0.38551,60.0,60.0,1,0.00138784,0,-0.00138784,Cross,28175.0,PYTH
2024-12-09 22:04:23,PYTH-PERP,Limit,Buy,0.38555,0.38555,60.0,60.0,1,0.00138798,0,-0.00138798,Cross,28115.0,PYTH
2024-12-09 22:04:23,PYTH-PERP,Limit,Buy,0.38559,0.38559,60.0,60.0,1,0.00138812,0,-0.00138812,Cross,28055.0,PYTH
2024-12-09 22:04:23,PYTH-PERP,Limit,Buy,0.38563,0.38563,60.0,60.0,1,0.00138827,0,-0.00138827,Cross,27995.0,PYTH
2024-12-09 22:04:23,PYTH-PERP,Limit,Buy,0.38567,0.38567,60.0,60.0,1,0.00138841,0,-0.00138841,Cross,27935.0,PYTH
2024-12-09 22:04:23,PYTH-PERP,Limit,Buy,0.38572,0.38572,60.0,60.0,1,0.00138859,0,-0.00138859,Cross,27875.0,PYTH
2024-12-09 22:04:23,PYTH-PERP,Limit,Buy,0.38578,0.38578,60.0,60.0,1,0.00138881,0,-0.00138881,Cross,27815.0,PYTH
2024-12-09 22:04:23,PYTH-PERP,Limit,Buy,0.38583,0.38583,60.0,60.0,1,0.00138899,0,-0.00138899,Cross,27755.0,PYTH
2024-12-09 22:04:23,PYTH-PERP,Limit,Buy,0.38589,0.38589,60.0,60.0,1,0.0013892,0,-0.0013892,Cross,27695.0,PYTH
2024-12-09 22:04:23,PYTH-PERP,Limit,Buy,0.38596,0.38596,60.0,60.0,1,0.00138946,0,-0.00138946,Cross,27635.0,PYTH
2024-12-09 22:04:22,PYTH-PERP,Limit,Buy,0.38603,0.38603,60.0,60.0,1,0.00138971,0,-0.00138971,Cross,27575.0,PYTH
2024-12-09 22:04:22,PYTH-PERP,Limit,Buy,0.38610,0.38610,60.0,60.0,1,0.00138996,0,-0.00138996,Cross,27515.0,PYTH
2024-12-09 22:04:22,PYTH-PERP,Limit,Buy,0.38618,0.38618,60.0,60.0,1,0.00139025,0,-0.00139025,Cross,27455.0,PYTH
2024-12-09 22:03:52,PYTH-PERP,Limit,Buy,0.38627,0.38627,60.0,60.0,1,0.00139057,0,-0.00139057,Cross,27395.0,PYTH
2024-12-09 22:03:52,PYTH-PERP,Limit,Buy,0.38636,0.38636,60.0,60.0,1,0.0013909,0,-0.0013909,Cross,27335.0,PYTH
2024-12-09 22:03:52,PYTH-PERP,Limit,Buy,0.38646,0.38646,60.0,60.0,1,0.00139126,0,-0.00139126,Cross,27275.0,PYTH
2024-12-09 22:03:52,PYTH-PERP,Limit,Buy,0.38656,0.38656,60.0,60.0,1,0.00139162,0,-0.00139162,Cross,27215.0,PYTH
2024-12-09 22:03:52,PYTH-PERP,Limit,Buy,0.38668,0.38668,60.0,60.0,1,0.00139205,0,-0.00139205,Cross,27155.0,PYTH
2024-12-09 22:03:52,PYTH-PERP,Limit,Buy,0.38680,0.38680,60.0,60.0,1,0.00139248,0,-0.00139248,Cross,27095.0,PYTH
2024-12-09 22:03:52,PYTH-PERP,Limit,Buy,0.38693,0.38693,60.0,60.0,1,0.00139295,0,-0.00139295,Cross,27035.0,PYTH
2024-12-09 22:03:52,PYTH-PERP,Limit,Buy,0.38707,0.38707,60.0,60.0,1,0.00139345,0,-0.00139345,Cross,26975.0,PYTH
2024-12-09 22:03:52,PYTH-PERP,Limit,Buy,0.38722,0.38722,60.0,60.0,1,0.00139399,0,-0.00139399,Cross,26915.0,PYTH
2024-12-09 22:03:52,PYTH-PERP,Limit,Buy,0.38738,0.38738,60.0,60.0,1,0.00139457,0,-0.00139457,Cross,26855.0,PYTH
2024-12-09 22:03:52,PYTH-PERP,Limit,Buy,0.38755,0.38755,60.0,60.0,1,0.00139518,0,-0.00139518,Cross,26795.0,PYTH
2024-12-09 22:03:52,PYTH-PERP,Limit,Buy,0.38773,0.38773,60.0,60.0,1,0.00139583,0,-0.00139583,Cross,26735.0,PYTH
2024-12-09 22:03:52,PYTH-PERP,Limit,Buy,0.38793,0.38793,60.0,60.0,1,0.00139655,0,-0.00139655,Cross,26675.0,PYTH
2024-12-09 22:03:52,PYTH-PERP,Limit,Buy,0.38815,0.38815,60.0,60.0,1,0.00139734,0,-0.00139734,Cross,26615.0,PYTH
2024-12-09 22:03:51,PYTH-PERP,Limit,Buy,0.38837,0.38837,60.0,60.0,1,0.00139813,0,-0.00139813,Cross,26555.0,PYTH
2024-12-09 22:03:51,PYTH-PERP,Limit,Buy,0.38862,0.38862,60.0,60.0,1,0.00139903,0,-0.00139903,Cross,26495.0,PYTH
2024-12-09 22:03:49,PYTH-PERP,Limit,Buy,0.38888,0.38888,60.0,60.0,1,0.00139997,0,-0.00139997,Cross,26435.0,PYTH
2024-12-09 22:03:49,PYTH-PERP,Limit,Buy,0.38916,0.38916,60.0,60.0,1,0.00140098,0,-0.00140098,Cross,26375.0,PYTH
2024-12-09 22:03:49,PYTH-PERP,Limit,Buy,0.38946,0.38946,60.0,60.0,1,0.00140206,0,-0.00140206,Cross,26315.0,PYTH
2024-12-09 22:03:49,PYTH-PERP,Limit,Buy,0.38979,0.38979,60.0,60.0,1,0.00140324,0,-0.00140324,Cross,26255.0,PYTH
2024-12-09 22:03:49,PYTH-PERP,Limit,Buy,0.39014,0.39014,60.0,60.0,1,0.0014045,0,-0.0014045,Cross,26195.0,PYTH
2024-12-09 22:03:49,PYTH-PERP,Limit,Buy,0.39051,0.39051,60.0,60.0,1,0.00140584,0,-0.00140584,Cross,26135.0,PYTH
2024-12-09 22:03:48,PYTH-PERP,Limit,Buy,0.39091,0.39091,60.0,60.0,1,0.00140728,0,-0.00140728,Cross,26075.0,PYTH
2024-12-09 22:03:45,PYTH-PERP,Limit,Buy,0.39134,0.39134,60.0,60.0,1,0.00140882,0,-0.00140882,Cross,26015.0,PYTH
2024-12-09 22:03:44,PYTH-PERP,Limit,Buy,0.39180,0.39180,60.0,60.0,1,0.00141048,0,-0.00141048,Cross,25955.0,PYTH
2024-12-09 22:03:43,PYTH-PERP,Limit,Buy,0.39229,0.39229,60.0,60.0,1,0.00141224,0,-0.00141224,Cross,25895.0,PYTH
2024-12-09 22:03:41,PYTH-PERP,Limit,Buy,0.39282,0.39282,60.0,60.0,1,0.00141415,0,-0.00141415,Cross,25835.0,PYTH
2024-12-09 22:03:40,PYTH-PERP,Limit,Buy,0.39338,0.39338,60.0,60.0,1,0.00141617,0,-0.00141617,Cross,25775.0,PYTH
2024-12-09 22:03:39,PYTH-PERP,Limit,Buy,0.39399,0.39399,60.0,60.0,1,0.00141836,0,-0.00141836,Cross,25715.0,PYTH
2024-12-09 22:03:39,PYTH-PERP,Limit,Buy,0.39464,0.39464,20.0,60.0,1,0.00047357,0,-0.00047357,Cross,25655.0,PYTH
2024-12-09 22:03:34,PYTH-PERP,Limit,Buy,0.39464,0.39464,40.0,60.0,1,0.00094714,0,-0.00094714,Cross,25635.0,PYTH
2024-12-09 22:03:34,PYTH-PERP,Limit,Buy,0.39534,0.39534,21.0,60.0,1,0.00049813,0,-0.00049813,Cross,25595.0,PYTH
2024-12-09 22:03:34,PYTH-PERP,Limit,Buy,0.39534,0.39534,39.0,60.0,1,0.0009251,0,-0.0009251,Cross,25574.0,PYTH
2024-12-09 22:03:34,PYTH-PERP,Limit,Buy,0.39609,0.39609,60.0,60.0,1,0.00142592,0,-0.00142592,Cross,25535.0,PYTH
2024-12-09 22:03:33,PYTH-PERP,Limit,Buy,0.39690,0.39690,60.0,60.0,1,0.00142884,0,-0.00142884,Cross,25475.0,PYTH
2024-12-09 22:03:28,PYTH-PERP,Limit,Buy,0.39776,0.39776,60.0,60.0,1,0.00143194,0,-0.00143194,Cross,25415.0,PYTH
2024-12-09 22:03:25,PYTH-PERP,Limit,Buy,0.39869,0.39869,20.0,60.0,1,0.00047843,0,-0.00047843,Cross,25355.0,PYTH
2024-12-09 22:03:25,PYTH-PERP,Limit,Buy,0.39869,0.39869,40.0,60.0,1,0.00095686,0,-0.00095686,Cross,25335.0,PYTH
2024-12-09 22:03:09,PYTH-PERP,Limit,Buy,0.39968,0.39968,60.0,60.0,1,0.00143885,0,-0.00143885,Cross,25295.0,PYTH
2024-12-09 22:03:09,PYTH-PERP,Limit,Buy,0.40074,0.40074,60.0,60.0,1,0.00144266,0,-0.00144266,Cross,25235.0,PYTH
2024-12-09 22:03:09,PYTH-PERP,Limit,Buy,0.40189,0.40189,60.0,60.0,1,0.0014468,0,-0.0014468,Cross,25175.0,PYTH
2024-12-09 22:03:09,PYTH-PERP,Limit,Buy,0.40311,0.40311,60.0,60.0,1,0.0014512,0,-0.0014512,Cross,25115.0,PYTH
2024-12-09 22:03:08,PYTH-PERP,Limit,Buy,0.40442,0.40442,60.0,60.0,1,0.00145591,0,-0.00145591,Cross,25055.0,PYTH
2024-12-09 22:03:06,PYTH-PERP,Limit,Buy,0.40583,0.40583,60.0,60.0,1,0.00146099,0,-0.00146099,Cross,24995.0,PYTH
2024-12-09 22:03:00,PYTH-PERP,Limit,Buy,0.40734,0.40734,60.0,60.0,1,0.00146642,0,-0.00146642,Cross,24935.0,PYTH
2024-12-09 22:02:59,PYTH-PERP,Limit,Buy,0.40896,0.40896,20.0,60.0,1,0.00049075,0,-0.00049075,Cross,24875.0,PYTH
2024-12-09 22:02:59,PYTH-PERP,Limit,Buy,0.40896,0.40896,40.0,60.0,1,0.0009815,0,-0.0009815,Cross,24855.0,PYTH
2024-12-09 22:02:58,PYTH-PERP,Limit,Buy,0.41070,0.41070,60.0,60.0,1,0.00147852,0,-0.00147852,Cross,24815.0,PYTH
2024-12-09 22:02:54,PYTH-PERP,Limit,Buy,0.41257,0.41257,60.0,60.0,1,0.00148525,0,-0.00148525,Cross,24755.0,PYTH
2024-12-09 22:02:43,PYTH-PERP,Limit,Buy,0.41456,0.41456,60.0,60.0,1,0.00149242,0,-0.00149242,Cross,24695.0,PYTH
2024-12-09 22:02:38,PYTH-PERP,Limit,Buy,0.41671,0.41671,60.0,60.0,1,0.00150016,0,-0.00150016,Cross,24635.0,PYTH
2024-12-09 22:02:34,PYTH-PERP,Limit,Buy,0.41901,0.41901,20.0,60.0,1,0.00050281,0,-0.00050281,Cross,24535.0,PYTH
2024-12-09 22:02:34,PYTH-PERP,Limit,Buy,0.41901,0.41901,40.0,60.0,1,0.00100562,0,-0.00100562,Cross,24575.0,PYTH
2024-12-09 22:02:21,PYTH-PERP,Limit,Buy,0.42147,0.42147,60.0,60.0,1,0.00151729,0,-0.00151729,Cross,24515.0,PYTH
2024-12-09 22:02:14,PYTH-PERP,Limit,Buy,0.42412,0.42412,60.0,60.0,1,0.00152683,0,-0.00152683,Cross,24455.0,PYTH
2024-12-09 22:01:27,PYTH-PERP,Limit,Buy,0.42696,0.42696,20.0,60.0,1,0.00051235,0,-0.00051235,Cross,24395.0,PYTH
2024-12-09 22:01:27,PYTH-PERP,Limit,Buy,0.42696,0.42696,40.0,60.0,1,0.0010247,0,-0.0010247,Cross,24375.0,PYTH
2024-12-09 21:15:37,PYTH-PERP,Limit,Buy,0.45205,0.45205,154.0,154.0,1,0.00417694,0,-0.00417694,Cross,24335.0,PYTH
2024-12-09 21:15:37,PYTH-PERP,Limit,Buy,0.45205,0.45205,154.0,154.0,1,0.00417694,0,-0.00417694,Cross,24181.0,PYTH
2024-12-09 21:15:37,PYTH-PERP,Limit,Buy,0.45206,0.45206,154.0,154.0,1,0.00417703,0,-0.00417703,Cross,24027.0,PYTH
2024-12-09 21:15:37,PYTH-PERP,Limit,Buy,0.45206,0.45206,154.0,154.0,1,0.00417703,0,-0.00417703,Cross,23873.0,PYTH
2024-12-09 21:15:37,PYTH-PERP,Limit,Buy,0.45207,0.45207,154.0,154.0,1,0.00417713,0,-0.00417713,Cross,23719.0,PYTH
2024-12-09 21:15:37,PYTH-PERP,Limit,Buy,0.45208,0.45208,154.0,154.0,1,0.00417722,0,-0.00417722,Cross,23565.0,PYTH
2024-12-09 21:15:37,PYTH-PERP,Limit,Buy,0.45209,0.45209,154.0,154.0,1,0.00417731,0,-0.00417731,Cross,23411.0,PYTH
2024-12-09 21:15:37,PYTH-PERP,Limit,Buy,0.45210,0.45210,154.0,154.0,1,0.0041774,0,-0.0041774,Cross,23257.0,PYTH
2024-12-09 21:15:37,PYTH-PERP,Limit,Buy,0.45211,0.45211,154.0,154.0,1,0.0041775,0,-0.0041775,Cross,23103.0,PYTH
2024-12-09 21:15:37,PYTH-PERP,Limit,Buy,0.45212,0.45212,154.0,154.0,1,0.00417759,0,-0.00417759,Cross,22949.0,PYTH
2024-12-09 21:15:37,PYTH-PERP,Limit,Buy,0.45214,0.45214,154.0,154.0,1,0.00417777,0,-0.00417777,Cross,22795.0,PYTH
2024-12-09 21:15:37,PYTH-PERP,Limit,Buy,0.45215,0.45215,154.0,154.0,1,0.00417787,0,-0.00417787,Cross,22641.0,PYTH
2024-12-09 21:15:37,PYTH-PERP,Limit,Buy,0.45217,0.45217,154.0,154.0,1,0.00417805,0,-0.00417805,Cross,22487.0,PYTH
2024-12-09 21:15:37,PYTH-PERP,Limit,Buy,0.45219,0.45219,154.0,154.0,1,0.00417824,0,-0.00417824,Cross,22333.0,PYTH
2024-12-09 21:15:37,PYTH-PERP,Limit,Buy,0.45221,0.45221,154.0,154.0,1,0.00417842,0,-0.00417842,Cross,22179.0,PYTH
2024-12-09 21:15:37,PYTH-PERP,Limit,Buy,0.45224,0.45224,154.0,154.0,1,0.0041787,0,-0.0041787,Cross,22025.0,PYTH
2024-12-09 21:15:37,PYTH-PERP,Limit,Buy,0.45227,0.45227,154.0,154.0,1,0.00417897,0,-0.00417897,Cross,21871.0,PYTH
2024-12-09 21:15:37,PYTH-PERP,Limit,Buy,0.45230,0.45230,154.0,154.0,1,0.00417925,0,-0.00417925,Cross,21717.0,PYTH
2024-12-09 21:15:37,PYTH-PERP,Limit,Buy,0.45233,0.45233,154.0,154.0,1,0.00417953,0,-0.00417953,Cross,21563.0,PYTH
2024-12-09 21:15:37,PYTH-PERP,Limit,Buy,0.45237,0.45237,154.0,154.0,1,0.0041799,0,-0.0041799,Cross,21409.0,PYTH
2024-12-09 21:15:37,PYTH-PERP,Limit,Buy,0.45241,0.45241,154.0,154.0,1,0.00418027,0,-0.00418027,Cross,21255.0,PYTH
2024-12-09 21:15:37,PYTH-PERP,Limit,Buy,0.45246,0.45246,154.0,154.0,1,0.00418073,0,-0.00418073,Cross,21101.0,PYTH
2024-12-09 21:15:37,PYTH-PERP,Limit,Buy,0.45251,0.45251,154.0,154.0,1,0.00418119,0,-0.00418119,Cross,20947.0,PYTH
2024-12-09 21:15:36,PYTH-PERP,Limit,Buy,0.45257,0.45257,154.0,154.0,1,0.00418175,0,-0.00418175,Cross,20793.0,PYTH
2024-12-09 21:15:36,PYTH-PERP,Limit,Buy,0.45263,0.45263,154.0,154.0,1,0.0041823,0,-0.0041823,Cross,20639.0,PYTH
2024-12-09 21:15:36,PYTH-PERP,Limit,Buy,0.45270,0.45270,154.0,154.0,1,0.00418295,0,-0.00418295,Cross,20485.0,PYTH
2024-12-09 21:15:36,PYTH-PERP,Limit,Buy,0.45278,0.45278,154.0,154.0,1,0.00418369,0,-0.00418369,Cross,20331.0,PYTH
2024-12-09 21:15:36,PYTH-PERP,Limit,Buy,0.45287,0.45287,154.0,154.0,1,0.00418452,0,-0.00418452,Cross,20177.0,PYTH
2024-12-09 21:15:36,PYTH-PERP,Limit,Buy,0.45297,0.45297,154.0,154.0,1,0.00418544,0,-0.00418544,Cross,20023.0,PYTH
2024-12-09 21:15:36,PYTH-PERP,Limit,Buy,0.45308,0.45308,154.0,154.0,1,0.00418646,0,-0.00418646,Cross,19869.0,PYTH
2024-12-09 21:15:36,PYTH-PERP,Limit,Buy,0.45321,0.45321,154.0,154.0,1,0.00418766,0,-0.00418766,Cross,19715.0,PYTH
2024-12-09 21:15:36,PYTH-PERP,Limit,Buy,0.45335,0.45335,154.0,154.0,1,0.00418895,0,-0.00418895,Cross,19561.0,PYTH
2024-12-09 21:15:36,PYTH-PERP,Limit,Buy,0.45350,0.45350,154.0,154.0,1,0.00419034,0,-0.00419034,Cross,19407.0,PYTH
2024-12-09 21:15:36,PYTH-PERP,Limit,Buy,0.45367,0.45367,154.0,154.0,1,0.00419191,0,-0.00419191,Cross,19253.0,PYTH
2024-12-09 21:15:36,PYTH-PERP,Limit,Buy,0.45386,0.45386,124.0,154.0,1,0.00337672,0,-0.00337672,Cross,19099.0,PYTH
2024-12-09 21:15:36,PYTH-PERP,Limit,Buy,0.45386,0.45386,30.0,154.0,1,0.00081695,0,-0.00081695,Cross,18975.0,PYTH
2024-12-09 21:11:08,PYTH-PERP,Limit,Buy,0.45408,0.45408,154.0,154.0,1,0.0041957,0,-0.0041957,Cross,18945.0,PYTH
2024-12-09 21:10:58,PYTH-PERP,Limit,Buy,0.45431,0.45431,154.0,154.0,1,0.00419782,0,-0.00419782,Cross,18791.0,PYTH
2024-12-09 21:10:56,PYTH-PERP,Limit,Buy,0.45458,0.45458,154.0,154.0,1,0.00420032,0,-0.00420032,Cross,18637.0,PYTH
2024-12-09 21:10:16,PYTH-PERP,Limit,Buy,0.45487,0.45487,154.0,154.0,1,0.004203,0,-0.004203,Cross,18483.0,PYTH
2024-12-09 21:09:58,PYTH-PERP,Limit,Buy,0.45520,0.45520,154.0,154.0,1,0.00420605,0,-0.00420605,Cross,18329.0,PYTH
2024-12-09 21:08:15,PYTH-PERP,Limit,Buy,0.45557,0.45557,106.0,154.0,1,0.00289743,0,-0.00289743,Cross,18175.0,PYTH
2024-12-09 21:06:56,PYTH-PERP,Limit,Buy,0.45557,0.45557,48.0,154.0,1,0.00131204,0,-0.00131204,Cross,18069.0,PYTH
2024-12-09 21:06:56,PYTH-PERP,Limit,Buy,0.45598,0.45598,154.0,154.0,1,0.00421326,0,-0.00421326,Cross,18021.0,PYTH
2024-12-09 21:02:25,PYTH-PERP,Limit,Buy,0.45643,0.45643,130.0,154.0,1,0.00356015,0,-0.00356015,Cross,17867.0,PYTH
2024-12-09 21:02:24,PYTH-PERP,Limit,Buy,0.45643,0.45643,24.0,154.0,1,0.00065726,0,-0.00065726,Cross,17737.0,PYTH
2024-12-09 21:02:22,PYTH-PERP,Limit,Buy,0.45694,0.45694,154.0,154.0,1,0.00422213,0,-0.00422213,Cross,17713.0,PYTH
2024-12-09 21:02:16,PYTH-PERP,Limit,Buy,0.45750,0.45750,154.0,154.0,1,0.0042273,0,-0.0042273,Cross,17559.0,PYTH
2024-12-09 20:54:35,PYTH-PERP,Limit,Buy,0.45813,0.45813,154.0,154.0,1,0.00423312,0,-0.00423312,Cross,17405.0,PYTH
2024-12-09 20:54:32,PYTH-PERP,Limit,Buy,0.45883,0.45883,154.0,154.0,1,0.00423959,0,-0.00423959,Cross,17251.0,PYTH
2024-12-09 16:16:45,LINK-PERP,Limit,Sell,25.1360,25.1300,0.90,0.90,0.01,0.0113112,0.1617,0.1503888,Cross,0.00,LINK
2024-12-09 13:03:09,PYTH-PERP,Limit,Buy,0.45961,0.45961,154.0,154.0,1,0.0042468,0,-0.0042468,Cross,17097.0,PYTH
2024-12-09 13:01:42,OP-PERP,Limit,Buy,2.4220,2.4220,2.2,2.2,0.1,0.0003197,0,-0.0003197,Cross,35.2,OP
2024-12-09 13:01:41,PYTH-PERP,Limit,Buy,0.46049,0.46049,154.0,154.0,1,0.00425493,0,-0.00425493,Cross,16943.0,PYTH
2024-12-09 13:01:36,PYTH-PERP,Limit,Buy,0.46146,0.46146,154.0,154.0,1,0.00426389,0,-0.00426389,Cross,16789.0,PYTH
2024-12-09 13:01:24,OP-PERP,Limit,Buy,2.4301,2.4301,2.2,2.2,0.1,0.00032077,0,-0.00032077,Cross,33.0,OP
2024-12-09 13:01:23,PYTH-PERP,Limit,Buy,0.46254,0.46254,154.0,154.0,1,0.00427387,0,-0.00427387,Cross,16635.0,PYTH
2024-12-09 13:01:13,PYTH-PERP,Limit,Buy,0.46303,0.46303,12.0,12.0,1,0.00033338,0,-0.00033338,Cross,16481.0,PYTH
2024-12-09 13:01:13,PYTH-PERP,Limit,Buy,0.46303,0.46303,12.0,12.0,1,0.00033338,0,-0.00033338,Cross,16469.0,PYTH
2024-12-09 13:01:13,PYTH-PERP,Limit,Buy,0.46303,0.46303,12.0,12.0,1,0.00033338,0,-0.00033338,Cross,16457.0,PYTH
2024-12-09 13:01:12,PYTH-PERP,Limit,Buy,0.46304,0.46304,12.0,12.0,1,0.00033339,0,-0.00033339,Cross,16445.0,PYTH
2024-12-09 13:01:12,PYTH-PERP,Limit,Buy,0.46304,0.46304,12.0,12.0,1,0.00033339,0,-0.00033339,Cross,16433.0,PYTH
2024-12-09 13:01:12,PYTH-PERP,Limit,Buy,0.46304,0.46304,12.0,12.0,1,0.00033339,0,-0.00033339,Cross,16421.0,PYTH
2024-12-09 13:01:12,PYTH-PERP,Limit,Buy,0.46305,0.46305,12.0,12.0,1,0.0003334,0,-0.0003334,Cross,16409.0,PYTH
2024-12-09 13:01:12,PYTH-PERP,Limit,Buy,0.46305,0.46305,12.0,12.0,1,0.0003334,0,-0.0003334,Cross,16397.0,PYTH
2024-12-09 13:01:11,PYTH-PERP,Limit,Buy,0.46305,0.46305,12.0,12.0,1,0.0003334,0,-0.0003334,Cross,16385.0,PYTH
2024-12-09 13:01:11,PYTH-PERP,Limit,Buy,0.46306,0.46306,12.0,12.0,1,0.0003334,0,-0.0003334,Cross,16373.0,PYTH
2024-12-09 13:01:11,PYTH-PERP,Limit,Buy,0.46306,0.46306,12.0,12.0,1,0.0003334,0,-0.0003334,Cross,16361.0,PYTH
2024-12-09 13:01:11,PYTH-PERP,Limit,Buy,0.46306,0.46306,12.0,12.0,1,0.0003334,0,-0.0003334,Cross,16349.0,PYTH
2024-12-09 13:01:11,PYTH-PERP,Limit,Buy,0.46307,0.46307,12.0,12.0,1,0.00033341,0,-0.00033341,Cross,16337.0,PYTH
2024-12-09 13:01:11,PYTH-PERP,Limit,Buy,0.46307,0.46307,12.0,12.0,1,0.00033341,0,-0.00033341,Cross,16325.0,PYTH
2024-12-09 13:01:11,PYTH-PERP,Limit,Buy,0.46308,0.46308,12.0,12.0,1,0.00033342,0,-0.00033342,Cross,16313.0,PYTH
2024-12-09 13:01:11,PYTH-PERP,Limit,Buy,0.46309,0.46309,12.0,12.0,1,0.00033343,0,-0.00033343,Cross,16301.0,PYTH
2024-12-09 13:01:11,PYTH-PERP,Limit,Buy,0.46309,0.46309,12.0,12.0,1,0.00033343,0,-0.00033343,Cross,16289.0,PYTH
2024-12-09 13:01:10,PYTH-PERP,Limit,Buy,0.46310,0.46310,12.0,12.0,1,0.00033343,0,-0.00033343,Cross,16277.0,PYTH
2024-12-09 13:01:10,PYTH-PERP,Limit,Buy,0.46311,0.46311,12.0,12.0,1,0.00033344,0,-0.00033344,Cross,16265.0,PYTH
2024-12-09 13:01:10,PYTH-PERP,Limit,Buy,0.46311,0.46311,12.0,12.0,1,0.00033344,0,-0.00033344,Cross,16253.0,PYTH
2024-12-09 13:01:10,PYTH-PERP,Limit,Buy,0.46312,0.46312,12.0,12.0,1,0.00033345,0,-0.00033345,Cross,16241.0,PYTH
2024-12-09 13:01:10,PYTH-PERP,Limit,Buy,0.46313,0.46313,12.0,12.0,1,0.00033345,0,-0.00033345,Cross,16229.0,PYTH
2024-12-09 13:01:10,PYTH-PERP,Limit,Buy,0.46314,0.46314,12.0,12.0,1,0.00033346,0,-0.00033346,Cross,16217.0,PYTH
2024-12-09 13:01:10,PYTH-PERP,Limit,Buy,0.46315,0.46315,12.0,12.0,1,0.00033347,0,-0.00033347,Cross,16205.0,PYTH
2024-12-09 13:01:10,PYTH-PERP,Limit,Buy,0.46316,0.46316,12.0,12.0,1,0.00033348,0,-0.00033348,Cross,16193.0,PYTH
2024-12-09 13:01:10,PYTH-PERP,Limit,Buy,0.46317,0.46317,12.0,12.0,1,0.00033348,0,-0.00033348,Cross,16181.0,PYTH
2024-12-09 13:01:10,PYTH-PERP,Limit,Buy,0.46318,0.46318,12.0,12.0,1,0.00033349,0,-0.00033349,Cross,16169.0,PYTH
2024-12-09 13:01:10,PYTH-PERP,Limit,Buy,0.46320,0.46320,12.0,12.0,1,0.0003335,0,-0.0003335,Cross,16157.0,PYTH
2024-12-09 13:01:10,PYTH-PERP,Limit,Buy,0.46321,0.46321,12.0,12.0,1,0.00033351,0,-0.00033351,Cross,16145.0,PYTH
2024-12-09 13:01:10,PYTH-PERP,Limit,Buy,0.46323,0.46323,12.0,12.0,1,0.00033353,0,-0.00033353,Cross,16133.0,PYTH
2024-12-09 13:01:10,PYTH-PERP,Limit,Buy,0.46324,0.46324,12.0,12.0,1,0.00033353,0,-0.00033353,Cross,16121.0,PYTH
2024-12-09 13:01:10,PYTH-PERP,Limit,Buy,0.46326,0.46326,12.0,12.0,1,0.00033355,0,-0.00033355,Cross,16109.0,PYTH
2024-12-09 13:01:10,PYTH-PERP,Limit,Buy,0.46328,0.46328,12.0,12.0,1,0.00033356,0,-0.00033356,Cross,16097.0,PYTH
2024-12-09 13:01:10,PYTH-PERP,Limit,Buy,0.46330,0.46330,12.0,12.0,1,0.00033358,0,-0.00033358,Cross,16085.0,PYTH
2024-12-09 13:01:10,PYTH-PERP,Limit,Buy,0.46332,0.46332,12.0,12.0,1,0.00033359,0,-0.00033359,Cross,16073.0,PYTH
2024-12-09 13:01:10,PYTH-PERP,Limit,Buy,0.46335,0.46335,12.0,12.0,1,0.00033361,0,-0.00033361,Cross,16061.0,PYTH
2024-12-09 13:01:10,PYTH-PERP,Limit,Buy,0.46337,0.46337,12.0,12.0,1,0.00033363,0,-0.00033363,Cross,16049.0,PYTH
2024-12-09 13:01:10,PYTH-PERP,Limit,Buy,0.46340,0.46340,12.0,12.0,1,0.00033365,0,-0.00033365,Cross,16037.0,PYTH
2024-12-09 12:50:11,OP-PERP,Limit,Buy,2.4388,2.4388,2.2,2.2,0.1,0.00032192,0,-0.00032192,Cross,30.8,OP
2024-12-09 12:48:49,PYTH-PERP,Limit,Buy,0.46343,0.46343,12.0,12.0,1,0.00033367,0,-0.00033367,Cross,16025.0,PYTH
2024-12-09 12:48:49,PYTH-PERP,Limit,Buy,0.46346,0.46346,12.0,12.0,1,0.00033369,0,-0.00033369,Cross,16013.0,PYTH
